timestamp,latitude,longitude
1701862448.000887,45.42384328261133,11.948092558738766
1701862449.0008416,45.42385408482708,11.948100693277588
1701862450.0007997,45.42386134530199,11.94809975740908
1701862451.0007596,45.42385752748594,11.94811205660577
1701862452.0007217,45.42385935791165,11.948106164867829
1701862453.0006866,45.423864179751,11.948090722629683
1701862454.0006542,45.4238707632243,11.948106429802644
1701862455.0006227,45.423886498764766,11.948099183211664
1701862456.0005934,45.42389561546556,11.94810382456645
1701862457.000567,45.42391404068633,11.948106064075834
1701862458.0005407,45.42392785022866,11.948115930026281
1701862459.0005162,45.423945527261786,11.948130296632936
1701862460.0004945,45.42395535010494,11.948143340132923
1701862461.0004723,45.42396978229704,11.948148390903324
1701862462.0004525,45.423972353003954,11.948171912375384
1701862463.0004332,45.4239746306344,11.94819103302246
1701862464.0004163,45.42397909280594,11.948210620534104
1701862465.0003996,45.42397671251337,11.948219285010074
1701862466.0003831,45.423994469756146,11.948241800711171
1701862467.0003688,45.42400370711922,11.948273539475746
1701862468.000354,45.42401686216162,11.948298355222414
1701862469.000342,45.424028006253906,11.948297883039599
1701862470.0003295,45.424037512190466,11.9482962871108
1701862471.000317,45.42404286117964,11.948290125576573
1701862472.000308,45.42404894877099,11.948298933339476
1701862473.0002966,45.424060892878266,11.948307069889918
1701862474.0002863,45.42406930561196,11.948305070606994
1701862475.0002775,45.42407614368431,11.948301100498494
1701862476.000269,45.424085829220914,11.94829672878228
1701862477.0002608,45.424093702220155,11.948303084624623
1701862478.0002532,45.42411032911009,11.948304842872899
1701862479.0002449,45.42412200233409,11.948306864819896
1701862480.000238,45.424138713870356,11.94830967112953
1701862481.0002308,45.42415237934101,11.948313113736623
1701862482.000226,45.424162406564086,11.948315273374345
1701862484.0002127,45.42417910056804,11.948329603083398
1701862484.264606,45.42417910056804,11.948329603083398
1701862485.0002084,45.42420110293984,11.948331094817538
1701862486.0002034,45.42420968478597,11.948328099625005
1701862487.0001984,45.42421716468184,11.94833654797282
1701862488.0001945,45.42422370571735,11.948333267538404
1701862489.0001903,45.42423251407694,11.948341689420541
1701862490.0001855,45.42423950483293,11.948357092133932
1701862491.0001822,45.4242502993743,11.948371683993148
1701862492.0001783,45.42426313800827,11.948376486138306
1701862493.0001748,45.42426692187536,11.948378602651495
1701862494.0001717,45.424271275188424,11.948376212975662
1701862495.0001683,45.42427630301,11.948372479600248
1701862496.000165,45.42428627697161,11.948367085963158
1701862497.0001621,45.42429225617834,11.948370287643757
1701862498.000159,45.42430109502268,11.948372756494791
1701862499.0001569,45.42431441701636,11.94837891046684
1701862500.0001535,45.42432359609136,11.948384015872435
1701862501.0001514,45.424341394392904,11.948394998731368
1701862502.0001488,45.42435427371375,11.948401658382162
1701862503.0001469,45.42436148415493,11.948413759572947
1701862504.000144,45.42438176098963,11.948427333373925
1701862505.0001416,45.424392920998926,11.948442255882645
1701862506.00014,45.42440340042609,11.94845034894046
1701862507.0001378,45.42441887868955,11.94845509583351
1701862508.0001354,45.42443147033478,11.948461531719268
1701862509.000134,45.42444320151727,11.948467677391198
1701862510.0001318,45.424452730291684,11.94847696452517
1701862511.0001304,45.42446372395977,11.948478981059893
1701862512.0001292,45.42447566356118,11.948484574354199
1701862513.0001266,45.424487063769895,11.948488999350777
1701862514.0001247,45.42449513095929,11.94849474972659
1701862515.0001242,45.42450523186478,11.948500402527218
1701862516.0001225,45.424513984196274,11.948501156784486
1701862517.0001206,45.4245196626023,11.94850789759911
1701862518.0001197,45.42452971957722,11.948512674209876
1701862519.0001173,45.424538233455955,11.948510074473132
1701862520.0001166,45.42454858789482,11.948519685941994
1701862521.000115,45.42455676642926,11.948526277090092
1701862522.0001125,45.4245673756626,11.948529073686226
1701862523.0001118,45.424575262386384,11.94853004720445
1701862524.0001101,45.42458583450333,11.94853451164571
1701862525.0001097,45.4245927077182,11.948538847403128
1701862526.0001078,45.42459635841515,11.948548158282776
1701862527.0001068,45.424617533869515,11.948562114848366
1701862528.0001054,45.42462303848482,11.948571274748133
1701862529.0001042,45.42463597645442,11.948588899685618
1701862530.000103,45.42464543666039,11.94859489876107
1701862531.0001025,45.424648259501396,11.948591458291585
1701862532.000101,45.42464082421866,11.94859033055581
1701862533.0000997,45.42463735631647,11.948590070470576
1701862534.0000982,45.42463239336438,11.94859294301732
1701862535.0000987,45.42463108946949,11.948582271695285
1701862536.0000958,45.42462276698826,11.948582712997556
1701862537.0000958,45.42461368970787,11.948582055804113
1701862538.0000944,45.42460606926561,11.948568639915193
1701862539.0000927,45.42459326322867,11.948556216081702
1701862540.0000913,45.42458888467318,11.948549392135597
1701862541.0000908,45.4245788592097,11.948545387382538
1701862542.0000901,45.42457156008095,11.948537272522113
1701862543.00009,45.42455946839053,11.9485247725653
1701862544.0000868,45.42454843420925,11.948518138168348
1701862545.0000865,45.4245362065353,11.948511827997027
1701862546.0000854,45.42452712525969,11.94850354850794
1701862547.000084,45.424518436161534,11.948500250466898
1701862548.000083,45.424504681330156,11.948493538878454
1701862549.000082,45.42449376491307,11.948491526639044
1701862550.0000806,45.42448434579956,11.948484101197778
1701862551.0000806,45.424473450314196,11.948477257841306
1701862552.0000787,45.42445757414034,11.948463025372261
1701862553.0000777,45.42444679508221,11.948462959317787
1701862554.0000768,45.424437902173054,11.948456753307156
1701862555.0000756,45.42442742444128,11.948456036972074
1701862556.000079,45.42441474424912,11.948450526706452
1701862557.000074,45.424402089465744,11.948443685104998
1701862558.000075,45.42439235758929,11.948439949316155
1701862559.0000715,45.42438159713349,11.948433549527982
1701862560.000071,45.424374499933776,11.94843354903598
1701862561.0000696,45.42436500369901,11.94842680139572
1701862562.000069,45.42435926387372,11.948428457747358
1701862563.0000677,45.424348128190154,11.94842105490754
1701862564.0000668,45.424340184334596,11.948410429437764
1701862565.0000658,45.42433165377329,11.948401802490922
1701862566.0000644,45.42432235927822,11.948396954694772
1701862567.000064,45.424313301302085,11.948391982308834
1701862568.0000625,45.4243043538784,11.948383723132117
1701862569.0000622,45.4242969792417,11.94837623840452
1701862570.0000606,45.424286748018815,11.948366601059625
1701862571.0000598,45.424278483840816,11.948356751221874
1701862572.0000584,45.424273205365296,11.948352266953462
1701862573.0000582,45.424266583878996,11.948345386313814
1701862574.0000575,45.42425393704232,11.948335060682295
1701862575.000056,45.42424141353135,11.948320670166952
1701862576.0000553,45.42423549681812,11.948319213246128
1701862577.000055,45.42423031880428,11.9483104436501
1701862578.000053,45.424219869909805,11.948298935321011
1701862579.000052,45.42420502099673,11.94828994028815
1701862580.0000503,45.424192961787355,11.94828413251654
1701862581.0000505,45.42417895505141,11.948277712256669
1701862582.0000489,45.424170780737015,11.948274214131098
1701862583.0000477,45.42415390549376,11.948269117638985
1701862584.0000467,45.42413898623875,11.94826806550988
1701862585.0000458,45.424122156876706,11.948269059490341
1701862586.0000453,45.424108436097384,11.9482588288185
1701862587.0000439,45.42409144066851,11.948251333600881
1701862588.0000432,45.42407530191417,11.948243057555391
1701862589.000042,45.42406818745178,11.948240801307575
1701862590.000041,45.4240570077186,11.948240912240276
1701862591.0000396,45.424045869021306,11.948240890010652
1701862592.0000386,45.424035977959825,11.948246400872991
1701862593.0000381,45.424027458276704,11.948251988984428
1701862594.0000377,45.424016832810196,11.948247714847422
1701862595.0000362,45.423995269698324,11.94824996018956
1701862596.0000348,45.42397968464833,11.948243548933371
1701862597.0000339,45.423962947019746,11.948234804824455
1701862598.000033,45.42394980469179,11.948229066774994
1701862599.000032,45.423937302493435,11.948223593327084
1701862600.0000312,45.4239237517161,11.948215468766739
1701862601.00003,45.42391188576215,11.948204288343915
1701862602.0000296,45.423897406997924,11.948198455949873
